order_id,customer_id,product_id,quantity,discount_pct,order_date,year,month,month_name,day_name,quarter,product_name,category,unit_price,unit_cost,age,gender,city,age_group,tenure_years,gross_revenue,discount_amt,net_revenue,cost,profit,profit_margin,discount_bucket,high_value_flag,high_quantity_flag,extreme_discount_flag,customer_spending_anomaly_flag,risk_score,risk_category
1016,224,311,2,0,2024-09-08,2024,9,Sep,Sunday,3,Product_311,Books,1957.07,1356.22,38,Male,Bengaluru,35-44,3.0,3914.14,0.0,3914.14,2712.44,1201.6999999999998,30.7,No Discount,0,0,0,0,0,Low
1017,223,313,4,15,2024-05-23,2024,5,May,Thursday,2,Product_313,Books,1073.88,440.2,19,Male,Ahmedabad,18-24,2.6,4295.52,644.328,3651.192000000001,1760.8,1890.3920000000005,51.77,15%,0,0,0,0,0,Low
1018,208,311,2,15,2024-12-11,2024,12,Dec,Wednesday,4,Product_311,Books,1957.07,1356.22,36,Male,Kolkata,35-44,2.2,3914.14,587.121,3327.019,2712.44,614.5789999999997,18.47,15%,0,0,0,0,0,Low
1019,247,316,5,0,2024-04-21,2024,4,Apr,Sunday,2,Product_316,Books,3554.45,2147.64,26,Male,Chennai,25-34,2.2,17772.25,0.0,17772.25,10738.2,7034.050000000001,39.58,No Discount,1,0,0,1,65,High
1020,237,315,1,0,2024-02-29,2024,2,Feb,Thursday,1,Product_315,Sports,2578.7,1522.22,20,Female,Chennai,18-24,2.1,2578.7,0.0,2578.7,1522.22,1056.4799999999998,40.97,No Discount,0,0,0,0,0,Low
1021,203,315,3,0,2024-01-02,2024,1,Jan,Tuesday,1,Product_315,Sports,2578.7,1522.22,32,Female,Chennai,25-34,0.2,7736.099999999999,0.0,7736.099999999999,4566.66,3169.44,40.97,No Discount,0,0,0,0,0,Low
1022,233,304,5,0,2024-10-30,2024,10,Oct,Wednesday,4,Product_304,Home & Kitchen,1824.42,868.74,33,Male,Chennai,25-34,3.0,9122.1,0.0,9122.1,4343.7,4778.400000000001,52.38,No Discount,0,0,0,0,0,Low
1023,228,311,1,15,2024-09-10,2024,9,Sep,Tuesday,3,Product_311,Books,1957.07,1356.22,61,Female,Hyderabad,45+,4.7,1957.07,293.5605,1663.5095,1356.22,307.28949999999986,18.47,15%,0,0,0,0,0,Low
1024,247,319,4,0,2024-05-19,2024,5,May,Sunday,2,Product_319,Fashion,1090.97,617.34,26,Male,Chennai,25-34,2.2,4363.88,0.0,4363.88,2469.36,1894.52,43.41,No Discount,0,0,0,0,0,Low
1025,208,315,2,0,2024-02-06,2024,2,Feb,Tuesday,1,Product_315,Sports,2578.7,1522.22,36,Male,Kolkata,35-44,2.2,5157.4,0.0,5157.4,3044.44,2112.96,40.97,No Discount,0,0,0,0,0,Low
1026,234,304,2,5,2024-06-08,2024,6,Jun,Saturday,2,Product_304,Home & Kitchen,1824.42,868.74,32,Female,Kolkata,25-34,0.4,3648.84,182.442,3466.398,1737.48,1728.918,49.88,5%,0,0,0,0,0,Low
1027,235,313,2,0,2024-01-09,2024,1,Jan,Tuesday,1,Product_313,Books,1073.88,440.2,64,Male,Mumbai,45+,1.7,2147.76,0.0,2147.76,880.4,1267.36,59.01,No Discount,0,0,0,0,0,Low
1028,232,319,4,10,2024-08-20,2024,8,Aug,Tuesday,3,Product_319,Fashion,1090.97,617.34,45,Female,Mumbai,45+,4.4,4363.88,436.388,3927.492,2469.36,1458.132,37.13,10%,0,0,0,0,0,Low
1029,224,302,1,20,2024-04-08,2024,4,Apr,Monday,2,Product_302,Books,2257.6,1176.55,38,Male,Bengaluru,35-44,3.0,2257.6,451.52,1806.08,1176.55,629.53,34.86,20%,0,0,1,0,15,Low
1030,214,314,4,0,2024-05-26,2024,5,May,Sunday,2,Product_314,Sports,2810.22,1415.01,57,Female,Ahmedabad,45+,2.8,11240.88,0.0,11240.88,5660.04,5580.839999999999,49.65,No Discount,0,0,0,0,0,Low
1031,232,304,2,5,2024-10-30,2024,10,Oct,Wednesday,4,Product_304,Home & Kitchen,1824.42,868.74,45,Female,Mumbai,45+,4.4,3648.84,182.442,3466.398,1737.48,1728.918,49.88,5%,0,0,0,0,0,Low
1032,246,316,5,20,2024-07-26,2024,7,Jul,Friday,3,Product_316,Books,3554.45,2147.64,31,Female,Bengaluru,25-34,0.6,17772.25,3554.45,14217.8,10738.2,3479.6000000000004,24.47,20%,0,0,1,1,50,Medium
1033,243,320,3,20,2024-05-10,2024,5,May,Friday,2,Product_320,Books,1328.19,767.44,35,Male,Pune,35-44,3.4,3984.57,796.9140000000001,3187.656,2302.32,885.3359999999998,27.77,20%,0,0,1,0,15,Low
1034,216,314,4,5,2024-05-31,2024,5,May,Friday,2,Product_314,Sports,2810.22,1415.01,20,Female,Chennai,18-24,4.4,11240.88,562.044,10678.836,5660.04,5018.795999999999,47.0,5%,0,0,0,0,0,Low
1035,204,315,4,10,2024-02-23,2024,2,Feb,Friday,1,Product_315,Sports,2578.7,1522.22,60,Male,Chennai,45+,3.3,10314.8,1031.48,9283.32,6088.88,3194.44,34.41,10%,0,0,0,0,0,Low
1036,237,303,1,0,2024-04-29,2024,4,Apr,Monday,2,Product_303,Electronics,4451.42,1867.23,20,Female,Chennai,18-24,2.1,4451.42,0.0,4451.42,1867.23,2584.19,58.05,No Discount,0,0,0,0,0,Low
1037,221,308,1,0,2024-06-09,2024,6,Jun,Sunday,2,Product_308,Electronics,1579.02,701.76,47,Female,Bengaluru,45+,0.3,1579.02,0.0,1579.02,701.76,877.26,55.56,No Discount,0,0,0,0,0,Low
1038,214,316,4,0,2024-04-25,2024,4,Apr,Thursday,2,Product_316,Books,3554.45,2147.64,57,Female,Ahmedabad,45+,2.8,14217.8,0.0,14217.8,8590.56,5627.24,39.58,No Discount,0,0,0,1,35,Medium
1039,231,310,2,0,2024-03-15,2024,3,Mar,Friday,1,Product_310,Sports,302.45,145.19,59,Female,Delhi,45+,1.1,604.9,0.0,604.9,290.38,314.52,52.0,No Discount,0,0,0,0,0,Low
1040,248,304,3,0,2024-04-22,2024,4,Apr,Monday,2,Product_304,Home & Kitchen,1824.42,868.74,43,Male,Ahmedabad,35-44,3.2,5473.26,0.0,5473.26,2606.2200000000003,2867.04,52.38,No Discount,0,0,0,0,0,Low
1041,218,318,1,5,2024-04-13,2024,4,Apr,Saturday,2,Product_318,Books,1447.39,773.39,19,Female,Ahmedabad,18-24,0.7,1447.39,72.3695,1375.0205,773.39,601.6305000000001,43.75,5%,0,0,0,0,0,Low
1042,207,302,2,0,2024-12-05,2024,12,Dec,Thursday,4,Product_302,Books,2257.6,1176.55,56,Female,Hyderabad,45+,0.1,4515.2,0.0,4515.2,2353.1,2162.1,47.88,No Discount,0,0,0,0,0,Low
1043,210,317,5,0,2024-09-10,2024,9,Sep,Tuesday,3,Product_317,Sports,1566.24,875.97,28,Female,Mumbai,25-34,3.6,7831.2,0.0,7831.2,4379.85,3451.3499999999995,44.07,No Discount,0,0,0,0,0,Low
1044,207,313,1,0,2024-08-14,2024,8,Aug,Wednesday,3,Product_313,Books,1073.88,440.2,56,Female,Hyderabad,45+,0.1,1073.88,0.0,1073.88,440.2,633.6800000000001,59.01,No Discount,0,0,0,0,0,Low
1045,233,304,2,0,2024-04-21,2024,4,Apr,Sunday,2,Product_304,Home & Kitchen,1824.42,868.74,33,Male,Chennai,25-34,3.0,3648.84,0.0,3648.84,1737.48,1911.36,52.38,No Discount,0,0,0,0,0,Low
1046,223,311,2,0,2024-04-08,2024,4,Apr,Monday,2,Product_311,Books,1957.07,1356.22,19,Male,Ahmedabad,18-24,2.6,3914.14,0.0,3914.14,2712.44,1201.6999999999998,30.7,No Discount,0,0,0,0,0,Low
1047,221,307,3,0,2024-06-01,2024,6,Jun,Saturday,2,Product_307,Books,4562.09,2799.67,47,Female,Bengaluru,45+,0.3,13686.27,0.0,13686.27,8399.01,5287.26,38.63,No Discount,0,0,0,0,0,Low
1048,219,312,3,5,2024-12-14,2024,12,Dec,Saturday,4,Product_312,Home & Kitchen,1732.47,906.62,41,Female,Kolkata,35-44,2.6,5197.41,259.8705,4937.5395,2719.86,2217.6795,44.91,5%,0,0,0,0,0,Low
1049,248,310,5,10,2024-12-03,2024,12,Dec,Tuesday,4,Product_310,Sports,302.45,145.19,43,Male,Ahmedabad,35-44,3.2,1512.25,151.225,1361.025,725.95,635.075,46.66,10%,0,0,0,0,0,Low
1050,219,307,2,20,2024-07-12,2024,7,Jul,Friday,3,Product_307,Books,4562.09,2799.67,41,Female,Kolkata,35-44,2.6,9124.18,1824.836,7299.344,5599.34,1700.004,23.29,20%,0,0,1,0,15,Low
1051,236,313,2,0,2024-11-05,2024,11,Nov,Tuesday,4,Product_313,Books,1073.88,440.2,61,Female,Ahmedabad,45+,3.5,2147.76,0.0,2147.76,880.4,1267.36,59.01,No Discount,0,0,0,0,0,Low
1052,229,307,3,10,2024-06-11,2024,6,Jun,Tuesday,2,Product_307,Books,4562.09,2799.67,42,Female,Delhi,35-44,0.2,13686.27,1368.6270000000002,12317.643,8399.01,3918.633,31.81,10%,0,0,0,0,0,Low
1053,218,317,1,20,2024-07-26,2024,7,Jul,Friday,3,Product_317,Sports,1566.24,875.97,19,Female,Ahmedabad,18-24,0.7,1566.24,313.248,1252.992,875.97,377.02199999999993,30.09,20%,0,0,1,0,15,Low
1054,202,310,1,20,2024-06-17,2024,6,Jun,Monday,2,Product_310,Sports,302.45,145.19,46,Male,Chennai,45+,2.4,302.45,60.49,241.96,145.19,96.76999999999998,39.99,20%,0,0,1,0,15,Low
1055,201,310,4,5,2024-06-09,2024,6,Jun,Sunday,2,Product_310,Sports,302.45,145.19,56,Female,Mumbai,45+,0.7,1209.8,60.49,1149.31,580.76,568.55,49.47,5%,0,0,0,0,0,Low
1056,247,304,3,20,2024-03-08,2024,3,Mar,Friday,1,Product_304,Home & Kitchen,1824.42,868.74,26,Male,Chennai,25-34,2.2,5473.26,1094.652,4378.608,2606.2200000000003,1772.388,40.48,20%,0,0,1,0,15,Low
1057,205,320,4,20,2024-10-15,2024,10,Oct,Tuesday,4,Product_320,Books,1328.19,767.44,25,Female,Hyderabad,25-34,0.9,5312.76,1062.552,4250.2080000000005,3069.76,1180.4480000000003,27.77,20%,0,0,1,0,15,Low
1058,220,304,3,0,2024-10-03,2024,10,Oct,Thursday,4,Product_304,Home & Kitchen,1824.42,868.74,61,Female,Bengaluru,45+,0.9,5473.26,0.0,5473.26,2606.2200000000003,2867.04,52.38,No Discount,0,0,0,0,0,Low
1059,211,307,5,0,2024-10-30,2024,10,Oct,Wednesday,4,Product_307,Books,4562.09,2799.67,28,Male,Mumbai,25-34,2.9,22810.45,0.0,22810.45,13998.35,8812.1,38.63,No Discount,1,0,0,1,65,High
1060,242,301,2,15,2024-05-14,2024,5,May,Tuesday,2,Product_301,Books,1326.67,752.79,56,Female,Kolkata,45+,2.0,2653.34,398.001,2255.339,1505.58,749.759,33.24,15%,0,0,0,0,0,Low
1061,202,312,5,10,2024-07-13,2024,7,Jul,Saturday,3,Product_312,Home & Kitchen,1732.47,906.62,46,Male,Chennai,45+,2.4,8662.35,866.235,7796.115000000001,4533.1,3263.0150000000003,41.85,10%,0,0,0,0,0,Low
1062,203,313,3,0,2024-05-07,2024,5,May,Tuesday,2,Product_313,Books,1073.88,440.2,32,Female,Chennai,25-34,0.2,3221.6400000000003,0.0,3221.6400000000003,1320.6,1901.0400000000004,59.01,No Discount,0,0,0,0,0,Low
1063,223,310,2,0,2024-02-02,2024,2,Feb,Friday,1,Product_310,Sports,302.45,145.19,19,Male,Ahmedabad,18-24,2.6,604.9,0.0,604.9,290.38,314.52,52.0,No Discount,0,0,0,0,0,Low
1064,212,315,1,0,2024-06-24,2024,6,Jun,Monday,2,Product_315,Sports,2578.7,1522.22,41,Female,Kolkata,35-44,3.9,2578.7,0.0,2578.7,1522.22,1056.4799999999998,40.97,No Discount,0,0,0,0,0,Low
1065,220,313,1,10,2024-01-22,2024,1,Jan,Monday,1,Product_313,Books,1073.88,440.2,61,Female,Bengaluru,45+,0.9,1073.88,107.388,966.492,440.2,526.2920000000001,54.45,10%,0,0,0,0,0,Low
1066,205,309,4,0,2024-08-25,2024,8,Aug,Sunday,3,Product_309,Electronics,3344.14,2338.63,25,Female,Hyderabad,25-34,0.9,13376.56,0.0,13376.56,9354.52,4022.039999999999,30.07,No Discount,0,0,0,1,35,Medium
1067,237,309,3,0,2024-06-06,2024,6,Jun,Thursday,2,Product_309,Electronics,3344.14,2338.63,20,Female,Chennai,18-24,2.1,10032.42,0.0,10032.42,7015.89,3016.53,30.07,No Discount,0,0,0,0,0,Low
1068,238,315,3,15,2024-02-07,2024,2,Feb,Wednesday,1,Product_315,Sports,2578.7,1522.22,54,Male,Delhi,45+,3.6,7736.099999999999,1160.415,6575.685,4566.66,2009.025,30.55,15%,0,0,0,0,0,Low
1069,230,310,1,0,2024-08-17,2024,8,Aug,Saturday,3,Product_310,Sports,302.45,145.19,44,Female,Kolkata,35-44,3.7,302.45,0.0,302.45,145.19,157.26,52.0,No Discount,0,0,0,0,0,Low
1070,209,310,5,0,2024-12-30,2024,12,Dec,Monday,4,Product_310,Sports,302.45,145.19,40,Male,Hyderabad,35-44,1.6,1512.25,0.0,1512.25,725.95,786.3,52.0,No Discount,0,0,0,0,0,Low
1071,234,308,2,0,2024-02-20,2024,2,Feb,Tuesday,1,Product_308,Electronics,1579.02,701.76,32,Female,Kolkata,25-34,0.4,3158.04,0.0,3158.04,1403.52,1754.52,55.56,No Discount,0,0,0,0,0,Low
1072,244,316,5,0,2024-09-20,2024,9,Sep,Friday,3,Product_316,Books,3554.45,2147.64,21,Female,Ahmedabad,18-24,3.1,17772.25,0.0,17772.25,10738.2,7034.050000000001,39.58,No Discount,1,0,0,1,65,High
1073,235,317,5,15,2024-10-09,2024,10,Oct,Wednesday,4,Product_317,Sports,1566.24,875.97,64,Male,Mumbai,45+,1.7,7831.2,1174.68,6656.52,4379.85,2276.669999999999,34.2,15%,0,0,0,0,0,Low
1074,222,305,1,20,2024-01-27,2024,1,Jan,Saturday,1,Product_305,Sports,873.81,414.24,55,Female,Mumbai,45+,0.6,873.81,174.76199999999997,699.048,414.24,284.808,40.74,20%,0,0,1,0,15,Low
1075,244,304,1,0,2024-08-13,2024,8,Aug,Tuesday,3,Product_304,Home & Kitchen,1824.42,868.74,21,Female,Ahmedabad,18-24,3.1,1824.42,0.0,1824.42,868.74,955.68,52.38,No Discount,0,0,0,0,0,Low
1076,224,318,1,0,2024-10-03,2024,10,Oct,Thursday,4,Product_318,Books,1447.39,773.39,38,Male,Bengaluru,35-44,3.0,1447.39,0.0,1447.39,773.39,674.0000000000001,46.57,No Discount,0,0,0,0,0,Low
1077,217,319,4,15,2024-10-12,2024,10,Oct,Saturday,4,Product_319,Fashion,1090.97,617.34,39,Female,Ahmedabad,35-44,2.2,4363.88,654.582,3709.298,2469.36,1239.938,33.43,15%,0,0,0,0,0,Low
1078,210,304,5,20,2024-04-06,2024,4,Apr,Saturday,2,Product_304,Home & Kitchen,1824.42,868.74,28,Female,Mumbai,25-34,3.6,9122.1,1824.42,7297.68,4343.7,2953.9800000000005,40.48,20%,0,0,1,0,15,Low
1079,230,307,3,0,2024-10-10,2024,10,Oct,Thursday,4,Product_307,Books,4562.09,2799.67,44,Female,Kolkata,35-44,3.7,13686.27,0.0,13686.27,8399.01,5287.26,38.63,No Discount,0,0,0,1,35,Medium
1080,246,310,2,5,2024-11-12,2024,11,Nov,Tuesday,4,Product_310,Sports,302.45,145.19,31,Female,Bengaluru,25-34,0.6,604.9,30.245,574.655,290.38,284.275,49.47,5%,0,0,0,0,0,Low
1081,223,318,4,0,2024-10-30,2024,10,Oct,Wednesday,4,Product_318,Books,1447.39,773.39,19,Male,Ahmedabad,18-24,2.6,5789.56,0.0,5789.56,3093.56,2696.0000000000005,46.57,No Discount,0,0,0,0,0,Low
1082,232,319,3,20,2024-05-26,2024,5,May,Sunday,2,Product_319,Fashion,1090.97,617.34,45,Female,Mumbai,45+,4.4,3272.91,654.582,2618.328,1852.02,766.308,29.27,20%,0,0,1,0,15,Low
1083,217,304,5,10,2024-01-04,2024,1,Jan,Thursday,1,Product_304,Home & Kitchen,1824.42,868.74,39,Female,Ahmedabad,35-44,2.2,9122.1,912.21,8209.89,4343.7,3866.19,47.09,10%,0,0,0,0,0,Low
1084,250,310,1,15,2024-02-04,2024,2,Feb,Sunday,1,Product_310,Sports,302.45,145.19,37,Female,Bengaluru,35-44,2.1,302.45,45.3675,257.0825,145.19,111.89249999999998,43.52,15%,0,0,0,0,0,Low
1085,217,301,5,0,2024-07-10,2024,7,Jul,Wednesday,3,Product_301,Books,1326.67,752.79,39,Female,Ahmedabad,35-44,2.2,6633.35,0.0,6633.35,3763.95,2869.4000000000005,43.26,No Discount,0,0,0,0,0,Low
1086,214,318,2,0,2024-02-18,2024,2,Feb,Sunday,1,Product_318,Books,1447.39,773.39,57,Female,Ahmedabad,45+,2.8,2894.78,0.0,2894.78,1546.78,1348.0000000000002,46.57,No Discount,0,0,0,0,0,Low
1087,209,305,4,15,2024-01-17,2024,1,Jan,Wednesday,1,Product_305,Sports,873.81,414.24,40,Male,Hyderabad,35-44,1.6,3495.24,524.286,2970.954,1656.96,1313.9939999999997,44.23,15%,0,0,0,0,0,Low
1088,240,315,4,0,2024-06-20,2024,6,Jun,Thursday,2,Product_315,Sports,2578.7,1522.22,38,Male,Ahmedabad,35-44,0.3,10314.8,0.0,10314.8,6088.88,4225.919999999999,40.97,No Discount,0,0,0,0,0,Low
1089,202,317,2,20,2024-08-07,2024,8,Aug,Wednesday,3,Product_317,Sports,1566.24,875.97,46,Male,Chennai,45+,2.4,3132.48,626.496,2505.984,1751.94,754.0439999999999,30.09,20%,0,0,1,0,15,Low
1090,245,303,3,0,2024-06-06,2024,6,Jun,Thursday,2,Product_303,Electronics,4451.42,1867.23,42,Male,Hyderabad,35-44,3.5,13354.26,0.0,13354.26,5601.6900000000005,7752.57,58.05,No Discount,0,0,0,0,0,Low
1091,225,312,3,15,2024-02-15,2024,2,Feb,Thursday,1,Product_312,Home & Kitchen,1732.47,906.62,50,Female,Bengaluru,45+,1.5,5197.41,779.6115,4417.7985,2719.86,1697.9384999999995,38.43,15%,0,0,0,0,0,Low
1092,239,302,4,0,2024-01-06,2024,1,Jan,Saturday,1,Product_302,Books,2257.6,1176.55,24,Female,Mumbai,18-24,1.8,9030.4,0.0,9030.4,4706.2,4324.2,47.88,No Discount,0,0,0,0,0,Low
1093,209,301,4,15,2024-04-08,2024,4,Apr,Monday,2,Product_301,Books,1326.67,752.79,40,Male,Hyderabad,35-44,1.6,5306.68,796.0020000000001,4510.678,3011.16,1499.518,33.24,15%,0,0,0,0,0,Low
1094,222,317,1,0,2024-08-20,2024,8,Aug,Tuesday,3,Product_317,Sports,1566.24,875.97,55,Female,Mumbai,45+,0.6,1566.24,0.0,1566.24,875.97,690.27,44.07,No Discount,0,0,0,0,0,Low
1095,243,316,3,0,2024-02-06,2024,2,Feb,Tuesday,1,Product_316,Books,3554.45,2147.64,35,Male,Pune,35-44,3.4,10663.35,0.0,10663.35,6442.92,4220.429999999999,39.58,No Discount,0,0,0,0,0,Low
1096,246,305,2,0,2024-10-06,2024,10,Oct,Sunday,4,Product_305,Sports,873.81,414.24,31,Female,Bengaluru,25-34,0.6,1747.62,0.0,1747.62,828.48,919.14,52.59,No Discount,0,0,0,0,0,Low
1097,204,315,3,10,2024-12-14,2024,12,Dec,Saturday,4,Product_315,Sports,2578.7,1522.22,60,Male,Chennai,45+,3.3,7736.099999999999,773.61,6962.49,4566.66,2395.83,34.41,10%,0,0,0,0,0,Low
1098,226,303,1,15,2024-10-28,2024,10,Oct,Monday,4,Product_303,Electronics,4451.42,1867.23,29,Female,Mumbai,25-34,3.5,4451.42,667.7130000000001,3783.707,1867.23,1916.477,50.65,15%,0,0,0,0,0,Low
1099,229,307,4,0,2024-06-29,2024,6,Jun,Saturday,2,Product_307,Books,4562.09,2799.67,42,Female,Delhi,35-44,0.2,18248.36,0.0,18248.36,11198.68,7049.68,38.63,No Discount,1,0,0,1,65,High
1100,245,311,4,0,2024-04-04,2024,4,Apr,Thursday,2,Product_311,Books,1957.07,1356.22,42,Male,Hyderabad,35-44,3.5,7828.28,0.0,7828.28,5424.88,2403.4,30.7,No Discount,0,0,0,0,0,Low
1101,234,310,1,20,2024-04-08,2024,4,Apr,Monday,2,Product_310,Sports,302.45,145.19,32,Female,Kolkata,25-34,0.4,302.45,60.49,241.96,145.19,96.76999999999998,39.99,20%,0,0,1,0,15,Low
1102,223,309,2,0,2024-07-06,2024,7,Jul,Saturday,3,Product_309,Electronics,3344.14,2338.63,19,Male,Ahmedabad,18-24,2.6,6688.28,0.0,6688.28,4677.26,2011.0199999999995,30.07,No Discount,0,0,0,0,0,Low
1103,237,314,4,5,2024-04-25,2024,4,Apr,Thursday,2,Product_314,Sports,2810.22,1415.01,20,Female,Chennai,18-24,2.1,11240.88,562.044,10678.836,5660.04,5018.795999999999,47.0,5%,0,0,0,0,0,Low
1104,211,313,5,5,2024-07-09,2024,7,Jul,Tuesday,3,Product_313,Books,1073.88,440.2,28,Male,Mumbai,25-34,2.9,5369.400000000001,268.47,5100.93,2201.0,2899.9300000000003,56.85,5%,0,0,0,0,0,Low
1105,206,302,4,0,2024-09-09,2024,9,Sep,Monday,3,Product_302,Books,2257.6,1176.55,38,Male,Mumbai,35-44,3.2,9030.4,0.0,9030.4,4706.2,4324.2,47.88,No Discount,0,0,0,0,0,Low
1106,218,303,5,15,2024-06-09,2024,6,Jun,Sunday,2,Product_303,Electronics,4451.42,1867.23,19,Female,Ahmedabad,18-24,0.7,22257.1,3338.565,18918.535,9336.15,9582.385,50.65,15%,1,0,0,1,65,High
1107,221,307,1,10,2024-09-12,2024,9,Sep,Thursday,3,Product_307,Books,4562.09,2799.67,47,Female,Bengaluru,45+,0.3,4562.09,456.209,4105.881,2799.67,1306.2110000000002,31.81,10%,0,0,0,0,0,Low
1108,242,318,1,0,2024-11-18,2024,11,Nov,Monday,4,Product_318,Books,1447.39,773.39,56,Female,Kolkata,45+,2.0,1447.39,0.0,1447.39,773.39,674.0000000000001,46.57,No Discount,0,0,0,0,0,Low
1109,236,303,4,0,2024-05-07,2024,5,May,Tuesday,2,Product_303,Electronics,4451.42,1867.23,61,Female,Ahmedabad,45+,3.5,17805.68,0.0,17805.68,7468.92,10336.76,58.05,No Discount,1,0,0,1,65,High
1110,241,310,3,0,2024-01-18,2024,1,Jan,Thursday,1,Product_310,Sports,302.45,145.19,26,Female,Kolkata,25-34,1.5,907.35,0.0,907.35,435.57,471.7799999999999,52.0,No Discount,0,0,0,0,0,Low
1111,238,307,5,10,2024-10-07,2024,10,Oct,Monday,4,Product_307,Books,4562.09,2799.67,54,Male,Delhi,45+,3.6,22810.45,2281.045,20529.405,13998.35,6531.054999999999,31.81,10%,1,0,0,1,65,High
1112,234,309,2,0,2024-08-10,2024,8,Aug,Saturday,3,Product_309,Electronics,3344.14,2338.63,32,Female,Kolkata,25-34,0.4,6688.28,0.0,6688.28,4677.26,2011.0199999999995,30.07,No Discount,0,0,0,0,0,Low
1113,217,317,4,10,2024-02-23,2024,2,Feb,Friday,1,Product_317,Sports,1566.24,875.97,39,Female,Ahmedabad,35-44,2.2,6264.96,626.496,5638.464,3503.88,2134.584,37.86,10%,0,0,0,0,0,Low
1114,237,311,2,0,2024-02-27,2024,2,Feb,Tuesday,1,Product_311,Books,1957.07,1356.22,20,Female,Chennai,18-24,2.1,3914.14,0.0,3914.14,2712.44,1201.6999999999998,30.7,No Discount,0,0,0,0,0,Low
1115,225,307,4,0,2024-11-18,2024,11,Nov,Monday,4,Product_307,Books,4562.09,2799.67,50,Female,Bengaluru,45+,1.5,18248.36,0.0,18248.36,11198.68,7049.68,38.63,No Discount,1,0,0,1,65,High
